source_dataset,local_student_id,year_level,academic_avg_20,semester1_avg_20,semester2_avg_20,course_grade_mean_20,course_grade_std_20,course_grade_min_20,course_grade_max_20,course_count,failed_course_count_est,failed_course_rate,strong_course_rate,low_performance_rate,performance_consistency_index,academic_risk_score,missing_raw_values_count,missing_core_features_before_imputation,was_imputed,at_risk_label,cluster,pca1,pca2
annual_deliberation_y1,ADY1_0265,Y1,10.75,11.25,10.361,11.595,2.807,7.17,16.0,12,4,0.333,0.167,0.167,0.719,0.377,0,0,False,0,1,1.7363454893641073,-0.12978784472802754
annual_deliberation_y1,ADY1_0266,Y1,0.296,0.676,0.0,0.992,2.817,0.0,8.5,9,9,1.0,0.0,0.889,0.718,0.939,3,0,False,1,2,8.062266564646826,0.5358296371328926
annual_deliberation_y1,ADY1_0267,Y1,13.568,14.581,12.781,14.112,2.625,9.84,17.25,12,1,0.083,0.583,0.0,0.737,0.211,0,0,False,0,0,-0.6482179806462133,-0.24625235839427095
annual_deliberation_y1,ADY1_0268,Y1,14.787,14.348,15.129,14.635,2.062,11.59,18.7,12,0,0.0,0.5,0.0,0.794,0.154,0,0,False,0,0,-1.0855353695444878,0.10512240936870366
annual_deliberation_y1,ADY1_0269,Y1,15.332,16.526,14.404,15.294,2.214,11.5,19.4,12,0,0.0,0.667,0.0,0.779,0.139,0,0,False,0,0,-1.4405802487072363,-0.08276083237706602
annual_deliberation_y1,ADY1_0270,Y1,14.415,14.774,14.136,14.919,2.183,11.77,18.15,12,0,0.0,0.667,0.0,0.782,0.164,0,0,False,0,0,-1.2355156500303617,0.011510910290355583
annual_deliberation_y1,ADY1_0271,Y1,14.483,14.821,14.221,14.878,1.807,12.48,18.4,12,0,0.0,0.667,0.0,0.819,0.161,0,0,False,0,0,-1.2827548974206902,0.2691558968241504
annual_deliberation_y1,ADY1_0272,Y1,10.462,10.244,10.632,10.87,1.899,8.22,13.5,12,4,0.333,0.0,0.0,0.81,0.355,0,0,False,0,1,1.5283738957098068,0.5770017355536255
annual_deliberation_y1,ADY1_0273,Y1,10.386,10.751,10.102,10.945,1.743,7.93,14.0,12,3,0.25,0.083,0.083,0.826,0.348,0,0,False,0,1,1.3952364129676147,0.702751873718199
annual_deliberation_y1,ADY1_0274,Y1,12.351,13.519,11.443,12.992,2.19,9.05,16.5,12,1,0.083,0.333,0.0,0.781,0.242,0,0,False,0,0,-0.049611603064736186,0.21961795003188622
annual_deliberation_y1,ADY1_0275,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,1.0,1.0,0.95,3,0,False,1,2,8.158779832805825,2.563101371546549
annual_deliberation_y1,ADY1_0276,Y1,14.727,14.206,15.132,15.099,1.541,12.35,17.0,12,0,0.0,0.833,0.0,0.846,0.153,0,0,False,0,0,-1.6041637752456743,0.40405895812893416
annual_deliberation_y1,ADY1_0277,Y1,13.304,14.527,12.352,13.452,2.212,10.15,17.82,12,0,0.0,0.333,0.0,0.779,0.195,0,0,False,0,0,-0.49400559439614505,0.15417328137395586
annual_deliberation_y1,ADY1_0278,Y1,14.447,14.676,14.269,14.622,1.629,11.8,17.9,12,0,0.0,0.667,0.0,0.837,0.161,0,0,False,0,0,-1.291357957033706,0.39987597862039054
annual_deliberation_y1,ADY1_0279,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,1.0,1.0,0.95,3,0,False,1,2,8.158779832805825,2.563101371546549
annual_deliberation_y1,ADY1_0280,Y1,14.329,13.621,14.88,14.51,2.779,10.6,19.0,12,0,0.0,0.583,0.0,0.722,0.17,0,0,False,0,0,-1.0369325451255318,-0.3887557621793457
annual_deliberation_y1,ADY1_0281,Y1,11.409,11.539,11.309,11.854,2.337,7.82,14.75,12,3,0.25,0.167,0.083,0.766,0.323,0,0,False,0,1,1.0963902026003405,0.1761277213596968
annual_deliberation_y1,ADY1_0282,Y1,14.628,14.735,14.544,14.901,1.795,12.62,19.4,12,0,0.0,0.75,0.0,0.821,0.157,0,0,False,0,0,-1.4379629371359777,0.2530918196622778
annual_deliberation_y1,ADY1_0283,Y1,9.735,10.905,8.824,10.646,2.746,6.96,16.0,12,5,0.417,0.167,0.167,0.725,0.425,0,0,False,0,1,2.1916864223166135,-0.03149130406421221
annual_deliberation_y1,ADY1_0284,Y1,12.586,13.998,11.487,13.145,2.135,9.25,15.71,12,2,0.167,0.5,0.0,0.787,0.256,0,0,False,0,0,-0.11965435459612604,0.18079778603425342
annual_deliberation_y1,ADY1_0285,Y1,9.298,9.205,9.369,10.184,2.728,6.28,15.1,12,8,0.667,0.167,0.167,0.727,0.5,0,0,False,1,1,2.982347858640716,-0.05657770818761939
annual_deliberation_y1,ADY1_0286,Y1,12.49,13.357,11.815,13.038,1.835,9.26,16.0,12,1,0.083,0.167,0.0,0.817,0.237,0,0,False,0,0,0.12915208373947426,0.5019960500822618
annual_deliberation_y1,ADY1_0287,Y1,10.824,12.778,9.304,11.188,2.48,8.2,15.8,12,4,0.333,0.167,0.0,0.752,0.348,0,0,False,0,1,1.2566695348533616,0.09841222530492352
annual_deliberation_y1,ADY1_0288,Y1,7.702,6.664,8.509,8.774,3.431,3.6,15.0,12,8,0.667,0.083,0.5,0.657,0.597,0,0,False,1,1,4.390888088731226,-0.40741331050009966
annual_deliberation_y1,ADY1_0289,Y1,10.892,12.044,9.996,11.737,2.624,7.68,16.2,12,2,0.167,0.167,0.083,0.738,0.318,0,0,False,0,1,1.0101010947848124,0.04302788330948361
annual_deliberation_y1,ADY1_0290,Y1,14.844,14.719,14.942,15.058,2.28,12.17,19.4,12,0,0.0,0.583,0.0,0.772,0.153,0,0,False,0,0,-1.20059423313703,-0.0746108513460568
annual_deliberation_y1,ADY1_0291,Y1,13.082,12.596,13.459,13.648,2.572,8.84,18.0,12,1,0.083,0.5,0.0,0.743,0.224,0,0,False,0,0,-0.4229266140957732,-0.14620952950654023
annual_deliberation_y1,ADY1_0292,Y1,16.916,16.939,16.899,16.693,1.717,14.0,19.63,12,0,0.0,1.0,0.0,0.828,0.093,0,0,False,0,0,-2.329208981511077,0.06404586731621742
annual_deliberation_y1,ADY1_0293,Y1,8.495,10.874,6.644,9.184,3.443,5.1,15.85,12,7,0.583,0.167,0.417,0.656,0.542,0,0,False,1,1,3.643305599708068,-0.47175415984451174
annual_deliberation_y1,ADY1_0294,Y1,17.585,17.668,17.52,17.201,1.536,14.75,20.0,12,0,0.0,1.0,0.0,0.846,0.074,0,0,False,0,0,-2.4965978779212565,0.13876480961512952
annual_deliberation_y1,ADY1_0295,Y1,7.924,9.941,6.354,9.244,3.919,5.0,14.5,12,5,0.417,0.083,0.417,0.608,0.518,0,0,False,1,1,3.4780115661808373,-0.6992151798137318
annual_deliberation_y1,ADY1_0296,Y1,13.842,14.399,13.409,13.774,1.654,11.35,17.2,12,0,0.0,0.417,0.0,0.835,0.178,0,0,False,0,0,-0.787842980867984,0.49038186309119164
annual_deliberation_y1,ADY1_0297,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,1.0,1.0,0.95,3,0,False,1,2,8.158779832805825,2.563101371546549
annual_deliberation_y1,ADY1_0298,Y1,12.358,14.378,10.786,12.938,3.153,8.1,17.2,12,2,0.167,0.417,0.0,0.685,0.268,0,0,False,0,0,0.1481829765505902,-0.5067806593677976
annual_deliberation_y1,ADY1_0299,Y1,9.634,9.33,9.871,10.026,2.539,7.15,15.2,12,8,0.667,0.083,0.25,0.746,0.502,0,0,False,1,1,3.224770706639274,0.07072128519060089
annual_deliberation_y1,ADY1_0300,Y1,11.631,11.77,11.523,12.261,2.085,9.2,16.0,12,1,0.083,0.25,0.0,0.791,0.261,0,0,False,0,0,0.2244030790623385,0.366637425466313
annual_deliberation_y1,ADY1_0301,Y1,11.669,12.036,11.383,12.247,2.716,7.16,17.1,12,2,0.167,0.25,0.083,0.728,0.297,0,0,False,0,0,0.7218870034559237,-0.10864400672593214
annual_deliberation_y1,ADY1_0302,Y1,13.281,12.887,13.588,13.975,2.401,8.5,18.0,12,1,0.083,0.583,0.0,0.76,0.218,0,0,False,0,0,-0.6034486563188781,-0.05994177219623041
annual_deliberation_y1,ADY1_0303,Y1,14.864,15.364,14.476,14.817,1.893,12.6,18.5,12,0,0.0,0.5,0.0,0.811,0.151,0,0,False,0,0,-1.1186857845567795,0.21976077631906807
annual_deliberation_y1,ADY1_0304,Y1,10.671,12.051,9.597,11.625,2.644,6.95,16.15,12,3,0.25,0.25,0.083,0.736,0.345,0,0,False,0,1,1.1711705756775384,0.0030250885685221083
annual_deliberation_y1,ADY1_0305,Y1,11.718,14.555,9.512,12.252,2.969,7.1,15.65,12,3,0.25,0.417,0.167,0.703,0.33,0,0,False,0,1,0.9368708616736215,-0.35246226281693266
annual_deliberation_y1,ADY1_0306,Y1,9.843,13.216,7.219,11.06,4.122,4.55,16.5,12,5,0.417,0.417,0.333,0.588,0.454,0,0,False,0,1,2.3590509931754973,-1.0695444433695642
annual_deliberation_y1,ADY1_0307,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,1.0,0.0,1.0,1.0,0.95,0,0,False,1,2,8.158779832805825,2.563101371546549
annual_deliberation_y1,ADY1_0308,Y1,13.056,13.084,13.034,13.367,2.264,9.55,18.3,12,1,0.083,0.25,0.0,0.774,0.223,0,0,False,0,0,-0.08226710629470964,0.13254891722151219
annual_deliberation_y1,ADY1_0309,Y1,11.18,12.812,9.91,12.018,3.354,5.25,16.05,12,4,0.333,0.417,0.167,0.665,0.368,0,0,False,0,1,1.3250146036441937,-0.6041095107165809
anonymized_attendance_tp_emd,ANON_0001,Unknown,13.75,13.377,11.859,13.75,7.628,5.25,20.0,3,1,0.333,0.667,0.333,0.237,0.343,1,2,True,0,1,1.1982492733540844,-3.905702906490815
anonymized_attendance_tp_emd,ANON_0002,Unknown,15.05,13.273,12.081,15.05,4.374,10.0,17.65,3,0,0.0,0.667,0.0,0.563,0.158,1,2,True,0,0,-1.1772425708999414,-1.594750956960053
anonymized_attendance_tp_emd,ANON_0003,Unknown,14.25,13.261,11.872,14.25,5.847,7.5,17.75,3,1,0.333,0.667,0.333,0.415,0.321,2,2,True,0,1,0.9235184298773604,-2.680734802858366
anonymized_attendance_tp_emd,ANON_0004,Unknown,15.639,13.328,11.98,15.639,4.956,10.25,20.0,3,0,0.0,0.667,0.0,0.504,0.145,1,2,True,0,0,-1.2560253828936345,-2.0607182095534666
anonymized_attendance_tp_emd,ANON_0005,Unknown,14.75,13.429,12.1,14.75,7.365,6.25,19.25,3,1,0.333,0.667,0.333,0.263,0.315,1,2,True,0,1,0.9499151344097709,-3.800355285925596
anonymized_attendance_tp_emd,ANON_0006,Unknown,0.0,13.37,12.085,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True,1,2,8.158779832805825,2.563101371546549
anonymized_attendance_tp_emd,ANON_0007,Unknown,13.0,13.452,12.088,13.0,5.292,7.0,17.0,3,1,0.333,0.667,0.333,0.471,0.352,3,2,True,0,1,1.1540330291458751,-2.1835651112573107
anonymized_attendance_tp_emd,ANON_0008,Unknown,18.083,13.226,12.073,18.083,1.876,16.25,20.0,3,0,0.0,1.0,0.0,0.812,0.062,1,2,True,0,0,-2.578403115812758,-0.14241818113500457
anonymized_attendance_tp_emd,ANON_0009,Unknown,17.433,13.242,12.015,17.433,3.855,13.0,20.0,3,0,0.0,0.667,0.0,0.614,0.09,1,2,True,0,0,-1.7643282340769189,-1.4220478725917882
anonymized_attendance_tp_emd,ANON_0010,Unknown,19.75,13.333,12.032,19.75,0.354,19.5,20.0,2,0,0.0,1.0,0.0,0.965,0.009,2,2,True,0,0,-3.095396312476772,0.8120252680972309
anonymized_attendance_tp_emd,ANON_0011,Unknown,7.411,13.545,12.01,7.411,5.067,4.0,13.233,3,2,0.667,0.0,0.667,0.493,0.638,6,2,True,1,1,5.159129737735796,-1.5304034331285372
anonymized_attendance_tp_emd,ANON_0012,Unknown,9.583,13.405,12.05,9.583,6.54,3.5,16.5,3,2,0.667,0.333,0.333,0.346,0.536,4,2,True,1,1,3.4545161942191096,-2.8232984391566043
anonymized_attendance_tp_emd,ANON_0013,Unknown,9.583,13.241,12.056,9.583,3.394,7.5,13.5,3,2,0.667,0.0,0.667,0.661,0.57,4,2,True,1,1,4.512763310403033,-0.5096802061863792
anonymized_attendance_tp_emd,ANON_0014,Unknown,0.0,13.334,12.014,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True,1,2,8.158779832805825,2.563101371546549
anonymized_attendance_tp_emd,ANON_0015,Unknown,15.0,13.362,12.054,15.0,0.0,15.0,15.0,2,0,0.0,1.0,0.0,1.0,0.138,2,2,True,0,0,-2.049626080015084,1.4387274451010512
anonymized_attendance_tp_emd,ANON_0016,Unknown,14.833,13.288,11.928,14.833,4.619,9.5,17.5,3,1,0.333,0.667,0.0,0.538,0.249,2,2,True,0,0,-0.18224545526128552,-1.8538218722305582
anonymized_attendance_tp_emd,ANON_0017,Unknown,6.356,13.399,11.968,6.356,5.236,2.5,12.317,3,2,0.667,0.0,0.667,0.476,0.668,7,2,True,1,1,5.414439254622213,-1.5671824148047926
anonymized_attendance_tp_emd,ANON_0018,Unknown,1.5,13.327,12.024,1.5,1.414,0.5,2.5,2,2,1.0,0.0,1.0,0.859,0.916,10,2,True,1,2,7.9483953669179055,1.442060832462889
anonymized_attendance_tp_emd,ANON_0019,Unknown,14.083,13.313,12.201,14.083,5.865,7.5,18.75,3,1,0.333,0.667,0.333,0.414,0.325,1,2,True,0,1,0.960432075033574,-2.674721704744948
anonymized_attendance_tp_emd,ANON_0020,Unknown,0.0,13.46,12.055,0.0,0.0,0.0,0.0,3,3,1.0,0.0,1.0,1.0,0.95,10,2,True,1,2,8.158779832805825,2.563101371546549
anonymized_attendance_tp_emd,ANON_0021,Unknown,14.833,13.181,11.986,14.833,0.236,14.667,15.0,2,0,0.0,1.0,0.0,0.976,0.143,4,2,True,0,0,-1.9920627430920022,1.2812988744203118
anonymized_attendance_tp_emd,ANON_0022,Unknown,17.575,13.251,11.977,17.575,0.106,17.5,17.65,2,0,0.0,1.0,0.0,0.989,0.067,2,2,True,0,0,-2.6258209073339533,1.1554571875813269
anonymized_attendance_tp_emd,ANON_0023,Unknown,14.744,13.265,12.078,14.744,7.229,6.5,20.0,3,1,0.333,0.667,0.333,0.277,0.314,1,2,True,0,1,0.9370739741932536,-3.7005410780973844
anonymized_attendance_tp_emd,ANON_0024,Unknown,0.0,13.262,11.99,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True,1,2,8.158779832805825,2.563101371546549
anonymized_attendance_tp_emd,ANON_0025,Unknown,0.0,13.273,12.067,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True,1,2,8.158779832805825,2.563101371546549
anonymized_attendance_tp_emd,ANON_0026,Unknown,14.083,13.387,12.053,14.083,3.185,12.0,17.75,3,0,0.0,0.333,0.0,0.681,0.179,3,2,True,0,0,-0.5793198721231851,-0.6039124940212365
anonymized_attendance_tp_emd,ANON_0027,Unknown,15.833,13.444,11.87,15.833,6.166,8.75,20.0,3,1,0.333,0.667,0.0,0.383,0.229,1,2,True,0,1,-0.2676926537754491,-3.0346540667022714
anonymized_attendance_tp_emd,ANON_0028,Unknown,0.0,13.427,12.049,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True,1,2,8.158779832805825,2.563101371546549
anonymized_attendance_tp_emd,ANON_0029,Unknown,19.625,13.246,12.049,19.625,0.53,19.25,20.0,2,0,0.0,1.0,0.0,0.947,0.013,2,2,True,0,0,-3.051526556045102,0.6940029845368088
anonymized_attendance_tp_emd,ANON_0030,Unknown,19.0,13.331,12.083,19.0,1.414,18.0,20.0,2,0,0.0,1.0,0.0,0.859,0.035,2,2,True,0,0,-2.8278478896297643,0.11866479420766199
anonymized_attendance_tp_emd,ANON_0031,Unknown,12.583,13.384,11.913,12.583,8.733,2.5,17.75,3,1,0.333,0.667,0.333,0.127,0.381,2,2,True,0,1,1.5650343234678814,-4.59420596090818
anonymized_attendance_tp_emd,ANON_0032,Unknown,7.083,13.364,12.114,7.083,3.574,4.0,11.0,3,2,0.667,0.0,0.667,0.643,0.64,5,2,True,1,1,5.097399356388667,-0.43851053764359177
anonymized_attendance_tp_emd,ANON_0033,Unknown,14.922,13.464,11.983,14.922,7.547,6.25,20.0,3,1,0.333,0.667,0.333,0.245,0.311,1,2,True,0,1,0.9269046240206358,-3.941968395194973
anonymized_attendance_tp_emd,ANON_0034,Unknown,12.672,13.278,12.208,12.672,10.111,1.0,18.75,3,1,0.333,0.667,0.333,0.0,0.385,1,2,True,0,1,1.6615848856245654,-5.503522198690471
anonymized_attendance_tp_emd,ANON_0035,Unknown,11.75,13.356,12.183,11.75,10.177,0.0,17.75,3,1,0.333,0.667,0.333,0.0,0.41,2,2,True,0,1,1.8696907033695371,-5.430243037186845
anonymized_attendance_tp_emd,ANON_0036,Unknown,19.45,13.305,11.936,19.45,0.778,18.9,20.0,2,0,0.0,1.0,0.0,0.922,0.019,2,2,True,0,0,-2.989088880609047,0.5303028640257226
anonymized_attendance_tp_emd,ANON_0037,Unknown,16.917,13.365,11.857,16.917,4.36,13.833,20.0,2,0,0.0,0.5,0.0,0.564,0.107,4,2,True,0,0,-1.3575878383571984,-1.6983805595224672
anonymized_attendance_tp_emd,ANON_0038,Unknown,14.717,13.24,12.073,14.717,5.618,8.25,18.4,3,1,0.333,0.667,0.0,0.438,0.257,1,2,True,0,1,-0.06479403643207272,-2.5550820973877433
anonymized_attendance_tp_emd,ANON_0039,Unknown,0.0,13.254,11.914,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True,1,2,8.158779832805825,2.563101371546549
anonymized_attendance_tp_emd,ANON_0040,Unknown,10.694,13.273,12.12,10.694,0.994,10.0,11.833,3,0,0.0,0.0,0.0,0.901,0.261,4,2,True,0,0,0.47154642238544053,1.303961259432666
anonymized_attendance_tp_emd,ANON_0041,Unknown,14.922,13.289,12.055,14.922,6.216,7.75,18.75,3,1,0.333,0.667,0.333,0.378,0.304,1,2,True,0,1,0.8039223228973271,-2.997176376588281
anonymized_attendance_tp_emd,ANON_0042,Unknown,14.833,13.487,11.848,14.833,7.891,5.75,20.0,3,1,0.333,0.667,0.333,0.211,0.315,1,2,True,0,1,0.9778370442621238,-4.176475070340749
anonymized_attendance_tp_emd,ANON_0043,Unknown,17.575,13.452,12.082,17.575,0.106,17.5,17.65,2,0,0.0,1.0,0.0,0.989,0.067,2,2,True,0,0,-2.6258209073339533,1.1554571875813269
anonymized_attendance_tp_emd,ANON_0044,Unknown,17.583,13.321,12.014,17.583,0.118,17.5,17.667,2,0,0.0,1.0,0.0,0.988,0.067,2,2,True,0,0,-2.626219710013635,1.1477618158318257
anonymized_attendance_tp_emd,ANON_0045,Unknown,17.875,13.358,12.043,17.875,0.53,17.5,18.25,2,0,0.0,1.0,0.0,0.947,0.061,3,2,True,0,0,-2.654920957445397,0.8332378322143076
anonymized_attendance_tp_emd,ANON_0046,Unknown,13.333,13.192,12.159,13.333,5.387,7.75,18.5,3,1,0.333,0.333,0.333,0.461,0.344,2,2,True,0,1,1.5754594039964187,-2.2054531917747537
anonymized_attendance_tp_emd,ANON_0047,Unknown,19.75,13.325,11.986,19.75,0.354,19.5,20.0,2,0,0.0,1.0,0.0,0.965,0.009,2,2,True,0,0,-3.095396312476772,0.8120252680972309
anonymized_attendance_tp_emd,ANON_0048,Unknown,15.017,13.356,12.079,15.017,6.728,7.25,19.05,3,1,0.333,0.667,0.333,0.327,0.304,1,2,True,0,1,0.8293205339761593,-3.367044605864077
anonymized_attendance_tp_emd,ANON_0049,Unknown,19.75,13.449,11.937,19.75,0.354,19.5,20.0,2,0,0.0,1.0,0.0,0.965,0.009,2,2,True,0,0,-3.095396312476772,0.8120252680972309
anonymized_attendance_tp_emd,ANON_0050,Unknown,17.333,13.372,11.94,17.333,4.193,12.5,20.0,3,0,0.0,0.667,0.0,0.581,0.094,1,2,True,0,0,-1.7125586359377682,-1.6486426034965407
anonymized_attendance_tp_emd,ANON_0051,Unknown,14.417,13.382,11.977,14.417,4.706,9.0,17.5,3,1,0.333,0.667,0.0,0.529,0.26,2,2,True,0,1,-0.08223910358925511,-1.8848946377471174
anonymized_attendance_tp_emd,ANON_0052,Unknown,13.933,13.369,11.935,13.933,5.179,8.0,17.55,3,1,0.333,0.667,0.0,0.482,0.276,2,2,True,0,1,0.07164697343488934,-2.180192697640839
anonymized_attendance_tp_emd,ANON_0053,Unknown,0.0,13.367,12.059,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True,1,2,8.158779832805825,2.563101371546549
anonymized_attendance_tp_emd,ANON_0054,Unknown,13.767,13.21,11.862,13.767,5.929,7.0,18.05,3,1,0.333,0.667,0.333,0.407,0.334,1,2,True,0,1,1.038415243576207,-2.69931540036342
anonymized_attendance_tp_emd,ANON_0055,Unknown,7.75,13.302,12.087,7.75,4.548,5.0,13.0,3,2,0.667,0.0,0.667,0.545,0.626,6,2,True,1,1,5.034321366859748,-1.1879734027598972
anonymized_attendance_tp_emd,ANON_0056,Unknown,6.25,13.476,11.92,6.25,5.303,2.5,10.0,2,1,0.5,0.0,0.5,0.47,0.605,7,2,True,1,1,4.551824708686768,-1.5519159619394536
anonymized_attendance_tp_emd,ANON_0057,Unknown,12.75,13.419,12.039,12.75,8.885,2.5,18.25,3,1,0.333,0.667,0.333,0.112,0.377,2,2,True,0,1,1.5404438447372504,-4.714104580708692
anonymized_attendance_tp_emd,ANON_0058,Unknown,0.0,13.388,11.876,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True,1,2,8.158779832805825,2.563101371546549
anonymized_attendance_tp_emd,ANON_0059,Unknown,18.15,13.348,12.05,18.15,0.919,17.5,18.8,2,0,0.0,1.0,0.0,0.908,0.055,2,2,True,0,0,-2.682678474445135,0.5341767829262999
anonymized_attendance_tp_emd,ANON_0060,Unknown,10.917,13.403,12.113,10.917,4.585,5.75,14.5,3,1,0.333,0.333,0.333,0.542,0.406,3,2,True,0,1,2.048090231379564,-1.4378310366039921
anonymized_attendance_tp_emd,ANON_0061,Unknown,12.75,13.253,12.001,12.75,5.019,7.0,16.25,3,1,0.333,0.667,0.333,0.498,0.358,1,2,True,0,1,1.1873797941482966,-1.9717229739973028
anonymized_attendance_tp_emd,ANON_0062,Unknown,13.767,13.193,12.162,13.767,8.033,4.5,18.75,3,1,0.333,0.667,0.333,0.197,0.345,1,2,True,0,1,1.2324433432430055,-4.191106417565094
anonymized_attendance_tp_emd,ANON_0063,Unknown,15.083,13.306,11.985,15.083,2.983,13.0,18.5,3,0,0.0,0.333,0.0,0.702,0.15,2,2,True,0,0,-0.8267381615895973,-0.5344228676142729
anonymized_attendance_tp_emd,ANON_0064,Unknown,16.375,13.392,12.043,16.375,1.945,15.0,17.75,2,0,0.0,1.0,0.0,0.806,0.109,4,2,True,0,0,-2.186248722885278,-0.0491911876025079
anonymized_attendance_tp_emd,ANON_0065,Unknown,15.017,13.352,11.903,15.017,7.616,6.25,20.0,3,1,0.333,0.667,0.333,0.238,0.308,1,2,True,0,1,0.9096087073388361,-3.9994577457243783
anonymized_attendance_tp_emd,ANON_0066,Unknown,8.939,13.437,12.046,8.939,6.887,1.0,13.317,3,1,0.333,0.0,0.333,0.311,0.472,5,2,True,0,1,3.1931710615043642,-2.846266985647342
anonymized_attendance_tp_emd,ANON_0067,Unknown,18.617,13.374,11.941,18.617,1.956,17.233,20.0,2,0,0.0,1.0,0.0,0.804,0.048,2,2,True,0,0,-2.691364281821782,-0.2416736063039507
anonymized_attendance_tp_emd,ANON_0068,Unknown,16.667,13.346,11.925,16.667,5.346,10.5,20.0,3,0,0.0,0.667,0.0,0.465,0.118,1,2,True,0,0,-1.4554530202384093,-2.419783095465227
anonymized_attendance_tp_emd,ANON_0069,Unknown,15.833,13.466,12.165,15.833,5.768,9.25,20.0,3,1,0.333,0.667,0.0,0.423,0.227,1,2,True,0,1,-0.3043708498995923,-2.750477799746616
anonymized_attendance_tp_emd,ANON_0070,Unknown,15.583,13.448,11.867,15.583,6.597,8.0,20.0,3,1,0.333,0.667,0.0,0.34,0.238,1,2,True,0,1,-0.1716266155708239,-3.3202547809301803
anonymized_attendance_tp_emd,ANON_0071,Unknown,13.5,13.332,11.988,13.5,9.53,2.5,19.25,3,1,0.333,0.667,0.333,0.047,0.36,1,2,True,0,1,1.4310155233344966,-5.235476702170583
anonymized_attendance_tp_emd,ANON_0072,Unknown,12.6,13.238,12.074,12.6,9.219,2.0,18.75,3,1,0.333,0.667,0.333,0.078,0.383,1,2,True,0,1,1.6061601744711926,-4.943670077931449
anonymized_attendance_tp_emd,ANON_0073,Unknown,0.0,13.256,12.024,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True,1,2,8.158779832805825,2.563101371546549
anonymized_attendance_tp_emd,ANON_0074,Unknown,19.75,13.326,11.807,19.75,0.354,19.5,20.0,2,0,0.0,1.0,0.0,0.965,0.009,2,2,True,0,0,-3.095396312476772,0.8120252680972309
anonymized_attendance_tp_emd,ANON_0075,Unknown,4.0,13.307,12.063,4.0,5.292,0.0,10.0,3,2,0.667,0.0,0.667,0.471,0.733,4,2,True,1,1,5.953345017273536,-1.415220082639475
anonymized_attendance_tp_emd,ANON_0076,Unknown,18.875,13.497,11.856,18.875,0.177,18.75,19.0,2,0,0.0,1.0,0.0,0.982,0.032,2,2,True,0,0,-2.9131220175341945,1.0023772900974781
anonymized_attendance_tp_emd,ANON_0077,Unknown,9.125,13.184,11.954,9.125,5.834,5.0,13.25,2,1,0.5,0.0,0.5,0.417,0.528,6,2,True,1,1,3.9465298312564543,-2.1574055748261967
anonymized_attendance_tp_emd,ANON_0078,Unknown,13.661,13.335,11.974,13.661,8.502,4.0,20.0,3,1,0.333,0.667,0.333,0.15,0.35,1,2,True,0,1,1.2988076024705946,-4.51664906633197
anonymized_attendance_tp_emd,ANON_0079,Unknown,13.922,13.241,11.695,13.922,9.272,3.25,20.0,3,1,0.333,0.667,0.333,0.073,0.347,1,2,True,0,1,1.3111687768391371,-5.0843712521066085
anonymized_attendance_tp_emd,ANON_0080,Unknown,17.333,13.352,11.989,17.333,0.236,17.167,17.5,2,0,0.0,1.0,0.0,0.976,0.075,3,2,True,0,0,-2.5569649467886695,1.082545531241621
anonymized_attendance_tp_emd,ANON_0081,Unknown,14.217,13.377,12.07,14.217,5.254,8.25,18.15,3,1,0.333,0.667,0.0,0.475,0.269,1,2,True,0,1,0.014992857899951842,-2.2524011896602647
anonymized_attendance_tp_emd,ANON_0082,Unknown,0.0,13.303,11.982,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True,1,2,8.158779832805825,2.563101371546549
anonymized_attendance_tp_emd,ANON_0083,Unknown,16.639,13.391,12.019,16.639,3.375,13.25,20.0,3,0,0.0,0.667,0.0,0.662,0.109,1,2,True,0,0,-1.6295067650897512,-1.0179651841180373
anonymized_attendance_tp_emd,ANON_0084,Unknown,9.667,13.323,12.236,9.667,7.501,1.5,16.25,3,1,0.333,0.333,0.333,0.25,0.455,4,2,True,0,1,2.5994662209461805,-3.412833606338518
anonymized_attendance_tp_emd,ANON_0085,Unknown,19.333,13.325,12.118,19.333,0.943,18.667,20.0,2,0,0.0,1.0,0.0,0.906,0.023,2,2,True,0,0,-2.947928520561856,0.4259387440321293
