behavior_student_id,source_dataset,age,gender_female_binary,academic_level_num,study_hours_daily,self_study_hours_daily,online_classes_hours_daily,social_media_hours_daily,gaming_hours_daily,sleep_hours,screen_time_hours_daily,exercise_minutes_daily,caffeine_intake_daily,part_time_job_binary,internet_quality_score,mental_health_score,focus_score,burnout_score,productivity_score,stress_score,assignment_punctuality_score,attendance_engagement_score,motivation_score,satisfaction_score,study_planning_score,extra_academic_work_binary,total_learning_hours_daily,distraction_hours_daily,sleep_balance_score,wellbeing_score,discipline_score,engagement_score,distraction_risk_score,behavioral_risk_score,observed_behavior_feature_count
B0417,Copy of Final_students_data_scores.xlsx,16.054350492995063,1.0,2.0,2.5714285714285716,4.002430910790844,0.0,5.907582777790354,0.0,5.0,6.037583324534618,5.0,0.08280890592150361,0.0,4.0,1.0,3.0,5.0,2.865185749292976,3.0,5.0,5.0,4.0,3.0,2.0,1.0,6.573859482219415,5.907582777790354,6.25,3.8000000000000003,3.95,5.5406549039988775,6.443214858187638,5.005639988547189,8
B0418,Copy of Final_students_data_scores.xlsx,16.0,0.0,1.0,2.5714285714285716,4.150969302771346,0.09014143088257903,1.0265694027621974,0.06219327668104573,5.0,8.030113127778,35.0,0.04569908473495636,0.0,2.0,2.609852534024093,3.0,5.0,10.0,3.0,4.0,5.0,4.0,3.0,3.0,1.0,6.767468589641206,1.0887626794432432,6.25,4.363448386908432,3.8499999999999996,6.28476521363426,3.4932763855084326,3.9530932768960136,8
B0419,Copy of Final_students_data_scores.xlsx,16.0,0.0,1.0,4.857142857142857,3.836737369494635,0.9690720503199464,2.0950967223112773,2.0539516951539545,5.0,11.785242524836123,35.0,0.048815195129457284,0.0,2.0,7.302646944160264,2.0,3.0,8.04467545844598,3.0,5.0,5.0,5.0,3.0,2.0,0.0,9.178416251797467,4.149048417465232,6.25,6.405926430456091,3.8,5.449144278496765,7.040200488044299,4.455986123250057,8
B0420,Copy of Final_students_data_scores.xlsx,16.0,1.0,1.0,2.5714285714285716,3.864307318348063,0.0,5.130607386895292,2.2538942878074706,5.0,4.815242324425372,5.0,8.0,0.0,3.0,4.12381169834499,5.0,5.0,8.900536449426333,4.0,5.0,5.0,4.0,4.0,3.0,1.0,6.435735889776635,7.384501674702763,6.25,4.643334094420746,4.5,5.485405467021765,7.14345703083553,4.721512662627217,8
B0421,Copy of Final_students_data_scores.xlsx,21.06350266395839,1.0,2.0,2.5714285714285716,3.1779183804479354,0.03452558863517873,4.103436862178693,0.0,5.0,9.571906901064212,35.0,1.0986057550672372,0.0,3.0,6.844702947308853,4.0,4.0,9.99146082402032,4.0,4.0,5.0,3.0,2.0,5.0,1.0,5.766609746194097,4.103436862178693,6.25,5.795646031558099,4.5,5.6844216762554165,6.26821328032209,4.107254091549239,8
B0422,Copy of Final_students_data_scores.xlsx,17.932225907416704,1.0,2.0,2.5714285714285716,1.9568515736351904,2.029665424142488,2.944637481344713,0.1313310294539513,5.0,5.93713876012644,5.0,1.9132249113052773,0.0,3.0,7.81093673719017,1.0,5.0,5.949161195488991,4.0,4.0,5.0,3.0,3.0,3.0,1.0,5.543112857135006,3.0759685107986643,6.25,5.933827858016559,3.55,4.928356253965114,4.2860226364744785,4.139268238222374,8
B0423,Copy of Final_students_data_scores.xlsx,18.046650717245782,0.0,1.0,2.5714285714285716,0.877096668724111,1.8601920796217573,3.182018785626438,0.0,5.0,5.196978622777158,5.0,8.0,0.0,3.0,4.136455213272528,5.0,5.0,4.172710534756055,3.0,5.0,5.0,4.0,3.0,2.0,1.0,4.3786212799635615,3.182018785626438,6.25,4.897759324645385,4.25,4.662559623096536,4.118840296812214,4.1947423710353045,8
B0424,Copy of Final_students_data_scores.xlsx,18.334117793607913,0.0,3.0,2.5714285714285716,3.1151810834423315,0.09705604610708898,2.9792921650299435,0.08917008602882688,8.0,10.339518924798565,5.0,0.0,0.0,3.0,4.949970818078072,3.0,5.0,5.1188536670113205,3.0,4.0,5.0,3.0,2.0,4.0,0.0,5.735137677924447,3.0684622510587705,9.25,5.782489786327326,4.1,3.00516618228089,5.747852996560266,4.810924767671646,8
B0425,Copy of Final_students_data_scores.xlsx,20.140241954256695,0.0,2.0,14.0,11.922832122627963,1.0902908631193466,5.905299540187299,0.0,5.0,8.938635782635874,35.0,2.2401985772217192,0.0,4.0,9.609769369344596,1.0,5.0,4.62618382509435,3.0,3.0,5.0,4.0,3.0,2.0,1.0,16.0,5.905299540187299,6.25,6.813419279270609,2.9499999999999997,7.5777777777777775,7.408519916019099,4.233659750779148,8
B0426,Copy of Final_students_data_scores.xlsx,19.947513625655695,1.0,3.0,14.0,4.1624015295012065,3.8874979685366293,1.9077442248360241,0.0,8.0,8.12325717212509,35.0,3.1722036020009416,0.0,4.0,8.362120358729408,3.0,5.0,2.3319442619533417,2.0,5.0,5.0,1.0,2.0,2.0,1.0,16.0,1.9077442248360241,9.25,7.226742125555293,3.95,6.977777777777778,4.138560559335382,3.0421730577228128,8
B0427,Copy of Final_students_data_scores.xlsx,20.193382861559307,1.0,3.0,14.0,2.8950876532414895,0.9147000132671993,1.322862844362239,0.055310038699332126,8.0,9.28402791721439,35.0,3.479982180414482,0.0,4.0,5.912067330087067,3.0,5.0,6.949705880714955,3.0,5.0,5.0,4.0,3.0,1.0,1.0,16.0,1.3781728830615712,9.25,6.119223565530473,3.7,7.5777777777777775,4.1283056347009754,3.3218648945716573,8
B0428,Copy of Final_students_data_scores.xlsx,16.0,0.0,1.0,3.7142857142857144,2.974773352466368,2.9816361969073832,2.8765153022997705,0.03823768893715919,5.0,14.891468571869687,5.0,0.11309000249977763,0.0,4.0,1.303024207407076,5.0,5.0,6.30044977808455,3.0,5.0,5.0,4.0,3.0,2.0,0.0,8.179877165205774,2.91475299123693,6.25,3.906058472592477,4.25,4.183061977193421,6.186064743427697,5.128933149780826,8
B0429,Copy of Final_students_data_scores.xlsx,16.0,1.0,1.0,2.5714285714285716,2.1493689187114713,0.9018685631460459,1.214960576580043,0.03332180124091555,5.0,9.885593853469254,5.0,2.2000786137683153,0.0,3.0,8.25902919292271,5.0,5.0,4.124908269306509,4.0,5.0,5.0,4.0,3.0,1.0,1.0,5.171731771713066,1.2482823778209586,6.25,6.090660217522949,4.0,4.979803819796338,4.231409734522137,3.8857034134245647,8
B0430,Copy of Final_students_data_scores.xlsx,19.837708661290918,1.0,1.0,2.5714285714285716,1.964235603127808,2.082813361578994,0.8110297934262992,1.0075869750691726,5.0,6.373823146003965,5.0,0.0,0.0,4.0,7.797181160606008,5.0,2.0,6.043301337088445,5.0,4.0,5.0,4.0,3.0,3.0,1.0,5.577070855345877,1.8186167684954717,6.25,6.279013406212102,4.15,5.141939453249462,3.488570291706259,3.5429536877505683,8
B0431,Copy of Final_students_data_scores.xlsx,20.698822092888935,0.0,1.0,14.0,8.119507146450415,1.0192644005867442,3.0811997331884022,0.0,5.0,6.098505058839166,35.0,0.2072527156028276,0.0,3.0,1.2093390320988766,5.0,5.0,3.983574236502411,4.0,5.0,5.0,4.0,3.0,3.0,0.0,16.0,3.0811997331884022,6.25,3.623268661234607,4.5,5.5777777777777775,4.343734819504357,4.304508662061263,8
B0432,Copy of Final_students_data_scores.xlsx,16.0,1.0,2.0,14.0,1.9896390807178586,0.8585859752924656,10.04944215572769,0.22294378147854305,8.0,4.123905608339545,5.0,0.2589195592046945,0.0,3.0,9.868008429466595,5.0,5.0,5.4812422946577035,3.0,3.0,5.0,3.0,3.0,3.0,1.0,16.0,10.272385937206232,9.25,7.503802950313308,3.8,6.71111111111111,7.3746352027798485,3.894740137823192,8
B0433,Copy of Final_students_data_scores.xlsx,19.00296516616003,0.0,1.0,14.0,4.3132402517271125,0.8936416606775254,10.269812914368314,3.1105450304681455,5.0,8.110887925398387,5.0,1.3311656080667535,0.0,4.0,4.621779783621075,5.0,5.0,9.952613334749397,3.0,3.0,5.0,4.0,3.0,2.0,0.0,16.0,13.38035794483646,6.25,5.0676229242673765,3.55,4.9111111111111105,8.703629308466128,5.507842672058541,8
B0434,Copy of Final_students_data_scores.xlsx,20.269888850512622,0.0,1.0,2.5714285714285716,2.2479722645399525,1.1535906465400099,4.8910910713907105,0.06747263902085358,8.0,9.01139210443341,5.0,0.026512758874382113,0.0,4.0,2.9139703435236255,3.0,5.0,6.882892712355534,2.0,4.0,5.0,3.0,3.0,2.0,0.0,5.39619615923853,4.958563710411564,9.25,5.319889620233269,3.5999999999999996,2.869589574806523,6.722720150953143,5.427315757966674,8
B0435,Copy of Final_students_data_scores.xlsx,20.052631883375685,1.0,1.0,14.0,1.7900716921677544,1.19857220710136,4.8451140749722805,0.010435948491434748,5.0,9.384150885812645,5.0,3.9247546184862983,0.0,3.0,10.0,2.0,3.0,1.89859620223519,1.0,4.0,5.0,3.0,1.0,3.0,1.0,16.0,4.8555500234637154,6.25,7.85,3.6999999999999997,6.71111111111111,6.7697128128686685,3.6796504254393896,8
B0436,Copy of Final_students_data_scores.xlsx,19.964727109427862,1.0,2.0,3.7142857142857144,6.082549537546,0.0696660737087263,5.9806097436891354,1.0940135939940012,5.0,9.42208612883076,35.0,0.0,0.0,4.0,5.906242942028916,3.0,5.0,8.000184761716728,4.0,5.0,5.0,4.0,2.0,3.0,1.0,9.831668288686078,7.0746233376831364,6.25,5.267185029710121,4.2,7.510445093252209,8.446662879539272,4.4738989376587295,8
B0437,Copy of Final_students_data_scores.xlsx,19.13352561248506,0.0,1.0,14.0,1.8709533998720658,0.0,1.2770648815475591,0.04835248218433921,5.0,6.036653699279357,35.0,0.7803479038700218,0.0,3.0,6.937787618022708,5.0,5.0,4.999880290816261,4.0,5.0,5.0,4.0,3.0,1.0,0.0,15.870953399872066,1.3254173637318984,6.25,5.628225666307948,4.0,5.5777777777777775,3.0062809225587097,3.5686580863028485,8
B0438,Copy of Final_students_data_scores.xlsx,19.644030371725574,0.0,1.0,14.0,2.0302709440091484,1.9431059214423338,1.8528537990454668,0.002446095789765347,8.0,12.28323191442245,35.0,3.9943643716699753,0.0,4.0,5.231702823695485,2.0,5.0,8.175142375384569,3.0,5.0,5.0,2.0,4.0,2.0,0.0,16.0,1.8552998948352322,9.25,5.88109598829342,3.8,5.177777777777778,5.391474921126424,4.269095489349136,8
B0439,Copy of Final_students_data_scores.xlsx,20.037931476343516,1.0,3.0,14.0,2.010807146230671,0.07108472329501335,2.569222393319579,0.0,8.0,8.525843833818941,5.0,0.6145359064939543,0.0,3.0,1.0215772023393068,5.0,5.0,8.132269289024942,3.0,3.0,5.0,1.0,3.0,2.0,0.0,16.0,2.569222393319579,9.25,4.407552020818758,3.55,4.311111111111111,4.7688647395959975,4.872172800875594,8
B0440,Copy of Final_students_data_scores.xlsx,18.124101223204093,1.0,3.0,4.857142857142857,1.8331780482535622,5.009817711262689,5.009946870847528,0.0,5.0,9.210058841246749,5.0,7.8309271068394715,0.0,4.0,7.8291357103432055,4.0,5.0,6.132485883378329,3.0,5.0,5.0,2.0,2.0,2.0,1.0,9.195229761027763,5.009946870847528,6.25,6.190197498620122,4.1,6.189203015522216,6.8274797668845615,4.16250993825455,8
B0441,Copy of Final_students_data_scores.xlsx,16.0,1.0,2.0,14.0,0.1673115687282439,3.7917926060822227,3.15802448686135,2.7040550196688353,5.0,8.809182883811351,35.0,8.0,0.0,3.0,5.142241376468753,5.0,5.0,5.960186065895856,1.0,3.0,5.0,5.0,2.0,2.0,1.0,16.0,5.862079506530185,6.25,5.749784481764064,3.55,7.777777777777778,7.332953924501423,4.243858692151692,8
B0442,Copy of Final_students_data_scores.xlsx,18.1841324228052,0.0,1.0,14.0,3.0321355041257028,1.1334366520540369,4.83127720326495,0.019658640963689366,5.0,8.027529914369461,35.0,8.0,0.0,3.0,3.04005189489669,3.0,5.0,5.118012808719633,3.0,4.0,5.0,5.0,4.0,2.0,0.0,16.0,4.850935844228639,6.25,4.514018163213842,3.5999999999999996,5.777777777777778,6.3140451879613,4.839861403581728,8
B0443,Copy of Final_students_data_scores.xlsx,21.05449437664766,1.0,3.0,4.857142857142857,0.0,2.174033389309299,3.1411172327205286,0.0,8.0,9.804370575731912,5.0,0.786651605714808,0.0,3.0,6.489086830328789,3.0,5.0,4.136289723800949,2.0,4.0,5.0,4.0,2.0,2.0,1.0,5.944159551797506,3.1411172327205286,9.25,6.571180390615075,3.5999999999999996,5.288774931830114,5.6239614497843675,4.172442512304041,8
B0444,Copy of Final_students_data_scores.xlsx,16.0,1.0,1.0,3.7142857142857144,2.9307492561724393,3.0953382713480773,1.3275983667754385,0.14866857973739125,5.0,10.240451123995879,5.0,0.0,0.0,3.0,3.086790422030438,5.0,5.0,6.986162317629531,3.0,4.0,5.0,1.0,2.0,2.0,0.0,8.192704106132192,1.4762669465128297,6.25,4.5303766477106535,3.9,3.588192753563988,4.5206839178832485,4.814009796766619,8
B0445,Copy of Final_students_data_scores.xlsx,22.101871253531616,0.0,1.0,5.857142857142857,3.0220941384799724,2.8588376171939425,3.975608974823313,0.0018056819912622205,5.0,5.927710142042139,35.0,0.0,0.0,4.0,8.079390095906914,4.0,5.0,8.048703794533148,4.0,5.0,5.0,4.0,3.0,2.0,1.0,10.3086558042198,3.977414656814575,6.25,6.0277865335674194,4.1,7.5777777777777775,4.958964373291645,3.396960688808241,8
B0446,Copy of Final_students_data_scores.xlsx,20.365557769904502,1.0,1.0,14.0,4.064479519347707,0.0,5.1252652615253425,0.0,5.0,9.212034039824648,35.0,0.0,0.0,4.0,5.004076828409258,3.0,5.0,7.136069013069474,5.0,4.0,5.0,5.0,1.0,1.0,0.0,16.0,5.1252652615253425,6.25,4.7014268899432405,3.3499999999999996,5.777777777777778,6.914626959418889,5.033784228427305,8
B0447,Copy of Final_students_data_scores.xlsx,16.029278562440343,1.0,3.0,14.0,1.9802454414696435,0.7597677968988681,0.8023759013860585,0.0,5.0,8.109133467623515,5.0,2.4687350202639307,0.0,2.0,7.1806712812442965,5.0,3.0,8.036835766312885,4.0,5.0,5.0,3.0,3.0,4.0,1.0,16.0,0.8023759013860585,6.25,6.113234948435503,4.75,6.71111111111111,3.3048264152473825,2.9144583415034173,8
B0448,Copy of Final_students_data_scores.xlsx,18.039960914863702,0.0,3.0,14.0,1.5522718817797814,0.20639400660978507,2.030208382048924,0.0,5.0,7.8010030116423685,35.0,2.233364038734157,0.0,2.0,3.86376345046787,4.0,5.0,5.0534796467317955,3.0,5.0,5.0,5.0,3.0,3.0,1.0,15.655468885084673,2.030208382048924,6.25,4.802317207663754,4.35,7.777777777777778,4.122990623750816,3.4056080491941336,8
B0449,Copy of Final_students_data_scores.xlsx,16.0,1.0,1.0,5.857142857142857,2.0026698663185463,1.9538681300849015,7.202202139664387,0.04419045264053525,5.0,14.125811807838819,5.0,0.04714083619238623,0.0,3.0,5.068179666219107,5.0,5.0,8.245454301479553,1.0,5.0,5.0,5.0,3.0,2.0,0.0,8.836746788503854,7.246392592304923,6.25,5.723862883176688,4.25,4.645809826512653,9.434794444228693,5.280087289476003,8
B0450,Copy of Final_students_data_scores.xlsx,17.8631839566502,0.0,2.0,5.857142857142857,1.7721491291529232,2.3017307646173357,2.0788745499632535,0.02715862763869673,5.0,9.833648911064701,35.0,2.1219026891648123,1.0,3.0,6.68251163758693,5.0,5.0,8.03820481362962,1.0,5.0,5.0,5.0,1.0,2.0,1.0,8.780157368604447,2.10603317760195,6.25,6.288879073155425,4.25,7.289840725219557,4.857407853556363,3.3052280601375736,8
B0451,Copy of Final_students_data_scores.xlsx,16.1336753706361,1.0,1.0,14.0,3.96689244302423,3.252841791523499,1.8800697057273397,0.08941002073661228,5.0,8.016076364792495,5.0,1.223575960644909,0.0,5.0,8.082482329508721,5.0,5.0,9.893986952894327,2.0,2.0,5.0,4.0,2.0,4.0,1.0,16.0,1.9694797264639519,6.25,6.528868815328052,3.7,6.9111111111111105,4.149135249778796,3.370845390068505,8
B0452,Copy of Final_students_data_scores.xlsx,19.862179469506433,1.0,2.0,4.857142857142857,3.7779846189854074,0.8831728492231039,5.2527529181605725,0.0,5.0,11.9231394151379,35.0,0.14869309176339202,0.0,3.0,8.395717805988797,1.0,5.0,4.76525899762446,2.0,5.0,5.0,3.0,2.0,2.0,1.0,9.076713900739817,5.2527529181605725,6.25,6.638501232096079,3.65,7.008463338073704,7.913944493666396,4.2748199192693495,8
B0453,Copy of Final_students_data_scores.xlsx,20.011521414703207,1.0,1.0,14.0,5.776098344681966,0.9084099153152771,1.1095730675709496,0.003174502797982072,8.0,8.22560021012417,35.0,1.9321678082773526,0.0,4.0,7.798427885245133,3.0,5.0,4.019738101281206,1.0,5.0,5.0,3.0,2.0,3.0,0.0,16.0,1.1127475703689318,9.25,7.279449759835797,4.2,5.377777777777777,3.5764274144847557,3.1858274812260055,8
B0454,Copy of Final_students_data_scores.xlsx,21.92310215341648,0.0,1.0,5.857142857142857,2.195232108833127,0.06028569502651974,4.6903746766306735,0.0,5.0,7.135454173198411,35.0,0.0,1.0,4.0,3.84605322953393,1.0,5.0,5.942178731262785,4.0,4.0,5.0,5.0,3.0,3.0,0.0,8.082517813489243,4.6903746766306735,6.25,4.546118630336876,3.55,5.010784903173475,5.896265731872475,4.937534618073688,8
B0455,Copy of Final_students_data_scores.xlsx,16.077110735750676,1.0,2.0,2.5714285714285716,5.94940399290998,0.2731102929924868,3.143831866675579,0.06548138222882167,5.0,9.992298370452229,5.0,2.9724291155407534,0.0,3.0,6.85614072425905,2.0,5.0,8.14100263124375,2.0,3.0,5.0,3.0,2.0,1.0,1.0,8.657387710834795,3.2093132489044005,6.25,6.099649253490667,2.8499999999999996,6.174066195445029,5.737751060162377,4.421026440132137,8
B0456,Copy of Final_students_data_scores.xlsx,20.05371610462028,1.0,2.0,14.0,4.937300767762191,0.0,9.904908958661137,0.04843429055979198,5.0,0.8280979207089325,35.0,3.2210178746922282,0.0,4.0,7.026339498385083,5.0,5.0,5.275214337762999,1.0,4.0,5.0,5.0,2.0,1.0,1.0,16.0,9.953343249220929,6.25,6.409218824434778,3.65,7.777777777777778,6.276032640236311,3.7417980682842,8
B0457,Copy of Final_students_data_scores.xlsx,22.167033065218913,0.0,1.0,14.0,2.076271170941574,0.4304076329441239,3.0327131164127654,3.0462811683414057,4.0,5.681874684128329,5.0,1.9404911338562683,0.0,4.0,7.7846136589983255,3.0,5.0,7.820377793547387,3.0,4.0,5.0,5.0,3.0,1.0,1.0,16.0,6.078994284754171,4.75,5.874614780649415,3.3499999999999996,7.111111111111111,6.453203941608405,4.233138773429499,8
B0458,Copy of Final_students_data_scores.xlsx,16.0,0.0,2.0,14.0,7.941421835443839,0.23938467892280843,4.167757209983603,0.00015112929398195747,5.0,10.034007904373441,35.0,1.7568781819946955,0.0,5.0,2.0853507390761274,1.0,5.0,5.8454724242609775,5.0,4.0,5.0,1.0,1.0,3.0,0.0,16.0,4.167908339277584,6.25,3.6798727586766447,3.55,4.977777777777778,6.470600555916002,5.3492438669315625,8
B0459,Copy of Final_students_data_scores.xlsx,16.0,1.0,1.0,5.857142857142857,4.332542501187491,0.020822128340249726,3.908531978717472,0.038717183505449046,4.0,13.84149007954851,35.0,7.620696068430532,0.0,3.0,2.17158187535691,4.0,5.0,3.9957856744902,1.0,3.0,5.0,2.0,2.0,2.0,1.0,10.200096422500472,3.947249162222921,4.75,4.410053656374918,3.4,7.177777777777778,6.960436871667191,4.762648676559879,8
B0460,Copy of Final_students_data_scores.xlsx,19.842429292022,0.0,1.0,14.0,0.0,0.9631751806032726,2.7261320148278254,0.14975783866497347,5.0,5.529202421275768,35.0,0.0,0.0,4.0,8.10826638193755,5.0,5.0,3.860459538819122,5.0,4.0,5.0,5.0,2.0,2.0,1.0,14.481587590301636,2.875889853492799,6.25,5.787893233678143,3.9,7.777777777777778,3.9999848638781885,3.2591838014216594,8
B0461,Copy of Final_students_data_scores.xlsx,16.0,1.0,3.0,14.0,2.0577143103645836,0.0,4.250560572996366,0.0,5.0,7.66657321730407,5.0,0.0,0.0,3.0,9.641693761891494,5.0,5.0,8.961269700711142,3.0,3.0,5.0,4.0,4.0,2.0,1.0,16.0,4.250560572996366,6.25,6.824592816662023,3.55,6.9111111111111105,5.743444835515298,3.7407055861024396,8
B0462,Copy of Final_students_data_scores.xlsx,18.060741428039154,1.0,2.0,2.5714285714285716,2.1534738681718864,2.1156145815710037,3.1938159700653532,1.0129419042060381,5.0,6.407593036902405,35.0,7.903929684800921,0.0,5.0,7.201635191155125,3.0,5.0,1.9064697121152143,3.0,4.0,5.0,4.0,4.0,4.0,1.0,5.782709730385959,4.206757874271391,6.25,5.970572316904294,4.1,5.890861669932161,5.290932751337678,3.9188460752800918,8
B0463,Copy of Final_students_data_scores.xlsx,20.121867239592916,1.0,1.0,3.7142857142857144,4.253263500458948,0.935767529852552,0.9854784055782333,0.0,8.0,7.834549563472156,35.0,0.3204939898327072,0.0,3.0,6.189924034283714,3.0,5.0,7.824202806993843,1.0,3.0,5.0,3.0,2.0,1.0,0.0,8.435432979670939,0.9854784055782333,9.25,6.7164734119993,3.0,4.751950969646153,3.3506253253410603,3.9347265653239365,8
B0464,Copy of Final_students_data_scores.xlsx,16.0,1.0,1.0,14.0,1.8827132513916531,0.0,6.14203078661662,0.0,8.0,6.271288955189121,5.0,7.988148521292502,0.0,4.0,7.1682025580844915,5.0,5.0,8.144067802689527,2.0,4.0,5.0,2.0,2.0,5.0,1.0,15.882713251391653,6.14203078661662,9.25,6.808870895329572,4.65,6.511111111111111,6.696952741692172,3.643799139046393,8
B0465,Copy of Final_students_data_scores.xlsx,19.139997446046912,1.0,2.0,2.5714285714285716,3.933933726358288,2.9173513428741713,0.9385247605048835,0.00913043089861503,5.0,9.91059096295781,35.0,0.0,0.0,3.0,7.0755431679609915,5.0,5.0,5.01313223238276,4.0,4.0,5.0,1.0,2.0,2.0,1.0,7.964037969223946,0.9476551914034985,6.25,5.676440108786347,3.9,6.163392965467356,4.014271714538561,3.699787654631897,8
B0466,Copy of Final_students_data_scores.xlsx,21.218243498128597,1.0,1.0,14.0,4.201471025200211,0.8037587388200756,3.016138275478799,0.10304723055597056,5.0,6.310751514011806,5.0,8.0,0.0,2.0,7.044613501839403,2.0,5.0,2.3192903117108634,2.0,4.0,5.0,2.0,1.0,2.0,0.0,16.0,3.1191855060347695,6.25,6.165614725643791,3.4499999999999997,4.511111111111111,4.442972967530013,4.253281046411589,8
B0467,Copy of Final_students_data_scores.xlsx,18.066558689654432,0.0,1.0,2.5714285714285716,5.1280441889180866,3.8711970959285265,1.9759868585958795,0.0,8.0,6.292598039237141,35.0,0.42277205964152775,0.0,3.0,5.209176846199644,3.0,5.0,4.0626252735074315,3.0,5.0,5.0,3.0,3.0,2.0,0.0,9.635071308310922,1.9759868585958795,9.25,5.873211896169876,3.95,5.2318063011021465,3.5795228236926233,3.7449655617966564,8
B0468,Copy of Final_students_data_scores.xlsx,21.302144470771015,1.0,1.0,14.0,2.169949928466191,1.9350872154284209,2.9452554337432026,1.977978253255714,5.0,9.793005216660983,35.0,0.0,0.0,3.0,6.389731322008509,3.0,5.0,9.224772137756453,4.0,4.0,5.0,1.0,1.0,3.0,1.0,16.0,4.923233686998916,6.25,5.436405962702978,3.8499999999999996,6.977777777777778,6.956760337469515,4.32382385111204,8
B0469,Copy of Final_students_data_scores.xlsx,16.0,0.0,1.0,3.7142857142857144,1.783652859450675,0.9659570373516781,4.059796983065913,0.0,8.0,5.501631498700807,35.0,0.0,0.0,3.0,1.8069003819788356,5.0,5.0,6.872868403801437,5.0,5.0,5.0,5.0,3.0,2.0,1.0,5.980917092412229,4.059796983065913,9.25,4.182415133692593,4.25,6.17014461474267,4.878724903533037,4.2224205320898145,8
B0470,Copy of Final_students_data_scores.xlsx,21.79962362761663,0.0,3.0,14.0,5.244687812215128,0.9716250580971995,2.7989286671949674,0.0,5.0,7.522853830925956,35.0,0.14307168091599745,0.0,3.0,4.218443612952022,4.0,5.0,7.870703507198946,5.0,5.0,5.0,4.0,3.0,1.0,1.0,16.0,2.7989286671949674,6.25,4.426455264533208,3.85,7.5777777777777775,4.606814444038211,3.8893225872051462,8
B0471,Copy of Final_students_data_scores.xlsx,17.713644667864877,0.0,1.0,3.7142857142857144,0.8796465273988677,0.9885012934409264,1.9581306244074086,0.027534258465709043,4.0,11.797275475493151,5.0,3.076243834844053,0.0,3.0,1.9825311837932331,3.0,5.0,8.387409627901457,3.0,5.0,5.0,4.0,3.0,3.0,0.0,5.088182888405045,1.9856648828731176,4.75,3.843885914327632,4.2,2.946384266473129,5.421673820652555,5.285656614246567,8
B0472,Copy of Final_students_data_scores.xlsx,20.24084746658124,1.0,3.0,14.0,6.03039519095956,0.0,2.0523372909990774,0.0,5.0,8.473715192993666,5.0,8.0,0.0,3.0,4.973726386468467,5.0,5.0,3.8937804422431075,2.0,3.0,5.0,4.0,2.0,3.0,0.0,16.0,2.0523372909990774,6.25,5.440804235263964,3.8,4.9111111111111105,4.363824699247196,4.210937126454833,8
B0473,Copy of Final_students_data_scores.xlsx,16.105346017721736,1.0,1.0,2.5714285714285716,0.47657084147059814,0.17446311557729188,1.3059061721215346,0.11956994719419153,5.0,11.897075598365845,5.0,0.0,0.0,3.0,1.0,1.0,5.0,6.834429942404666,3.0,4.0,5.0,2.0,2.0,3.0,1.0,3.135230970687816,1.4254761193157262,6.25,3.8000000000000003,3.55,3.7652034993862373,5.034798955608743,5.2573988640556255,8
B0474,Copy of Final_students_data_scores.xlsx,17.991051450102965,1.0,1.0,2.5714285714285716,3.861140776800125,5.122589158007758,4.805692951925743,0.0,5.0,5.036411416361611,5.0,0.0,0.0,3.0,1.9422975956343598,3.0,5.0,7.795687316933074,4.0,4.0,5.0,4.0,2.0,2.0,1.0,8.993863927232574,4.805692951925743,6.25,3.879804158472026,3.5999999999999996,6.508656682004141,5.283073519398178,4.589662961806901,8
B0475,Copy of Final_students_data_scores.xlsx,20.045072016820303,1.0,1.0,14.0,1.7767245861952023,11.982528260804127,2.08663311677502,0.06738644289355065,5.0,8.326735408054988,5.0,8.0,0.0,3.0,8.797939867348664,4.0,5.0,7.334184355941703,5.0,5.0,5.0,5.0,1.0,3.0,1.0,16.0,2.1540195596685705,6.25,6.029278953572033,4.35,7.111111111111111,4.3910931391030905,3.271211820926385,8
B0476,Copy of Final_students_data_scores.xlsx,19.818808050252926,1.0,3.0,14.0,0.22435500754264448,0.03287956810357967,1.1048725998685265,0.0,8.0,8.0276566224191,35.0,0.5954168846293117,0.0,3.0,6.90601646352057,4.0,5.0,7.952081729755903,4.0,5.0,5.0,3.0,2.0,4.0,0.0,14.240794791594436,1.1048725998685265,9.25,6.2171057622322,4.6,5.377777777777777,3.5045399907077615,3.326558824562836,8
B0477,Copy of Final_students_data_scores.xlsx,16.393740455181042,1.0,1.0,5.857142857142857,1.0188128927778293,0.0,0.6876668179467762,0.06243321741910294,5.0,10.019025234443827,5.0,7.932002501296719,0.0,3.0,4.777491744185868,2.0,5.0,6.070367888682702,3.0,5.0,5.0,4.0,3.0,3.0,1.0,6.875955749920686,0.7501000353658791,6.25,5.122122110465054,4.05,5.661493411079386,3.902250104672352,3.9035525402587252,8
B0478,Copy of Final_students_data_scores.xlsx,25.02080325700807,0.0,1.0,4.857142857142857,3.7588972542320493,0.0,1.0683228489697627,2.062723006406652,5.0,9.156096338582923,5.0,0.0,0.0,3.0,3.9090447452665464,1.0,5.0,4.026409796358148,4.0,5.0,5.0,5.0,3.0,4.0,0.0,8.616040111374906,3.131045855376415,6.25,4.568165660843292,4.15,4.557527155661074,5.4003165043932855,4.680247638930066,8
